"DATE","TIME PERIOD","(LFSI.M.AT.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.BE.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.BG.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.CY.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.CZ.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.DE.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.DK.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.EE.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.ES.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.FI.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.FR.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.GB.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.GR.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.HR.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.HU.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.IE.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.IT.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.LT.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.LU.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.LV.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.MT.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.NL.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.PL.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.PT.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.RO.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.SE.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.SI.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.SK.N.UNEHRT.TOTAL0.15_74.M)","(LFSI.M.U2.N.UNEHRT.TOTAL0.15_74.M)"
"1983-01-31","1983Jan","","","","","","","8.525361","","","","","11.982835","","","","12.727374","5.024542","","2.723874","","","9.412738","","","","3.801951"
"1983-02-28","1983Feb","","","","","","","9.211589","","","","","11.895368","","","","13.026787","5.126358","","2.824075","","","9.681401","","","","3.982037"
"1983-03-31","1983Mar","","","","","","","9.200719","","","","","11.771504","","","","13.097965","5.111441","","2.691036","","","9.798002","","","","3.978551"
"1983-04-30","1983Apr","","","","","","","8.909668","","","","","11.818302","","","","13.083560","4.933375","","2.492857","","","9.246487","","","","3.125755"
"1983-05-31","1983May","","","","","","","8.263435","","","","","11.653518","","","","12.999589","4.896394","","2.328685","","","8.801059","","","","3.565414"
"1983-06-30","1983Jun","","","","","","","7.539156","","","","","11.529653","","","","12.990734","4.920732","","2.191030","","","9.213853","","","","3.389562"
"1983-07-31","1983Jul","","","","","","","7.105263","","","","","11.560122","","","","13.087885","4.858437","","2.267308","","","8.460979","","","","3.055196"
"1983-08-31","1983Aug","","","","","","","7.032937","","","","","11.481177","","","","13.255383","4.926525","","2.405711","","","8.314478","","","","3.804758"
"1983-09-30","1983Sep","","","","","","","7.126756","","","","","11.806232","","","","13.378223","5.067456","","2.415752","","","8.785503","","","","4.074809"
"1983-10-31","1983Oct","","","","","","","7.229403","","","","","11.508605","","","","13.486395","5.269350","","2.477085","","","8.803024","","","","3.811097"
"1983-11-30","1983Nov","","","","","","","7.409563","","","","","11.460358","","","","13.689344","5.377728","","2.571710","","","8.875364","","","","3.399135"
"1983-12-31","1983Dec","","","","","","","7.678741","","","","","11.548185","","","","14.104711","5.402362","","2.699226","","","8.198069","","","","3.843357"
"1984-01-31","1984Jan","","","","","","","8.468398","","","","","11.710967","","","","14.683130","5.641656","","2.949475","","","9.340126","","","","4.153868"
"1984-02-29","1984Feb","","","","","","","9.127252","","","","","11.675044","","","","14.989465","5.652783","","3.051186","","","9.582957","","","","3.800885"
"1984-03-31","1984Mar","","","","","","","8.996638","","","","","11.419080","","","","14.988803","5.521709","","2.693606","","","9.668953","","","","3.442639"
"1984-04-30","1984Apr","","","","","","","8.401165","","","","","11.272122","","","","14.928588","5.368576","","2.238216","","","9.093492","","","","3.506346"
"1984-05-31","1984May","","","","","","","7.490488","","","","","11.189199","","","","14.708644","5.254329","","2.051538","","","8.620502","","","","2.946819"
"1984-06-30","1984Jun","","","","","","","6.697719","","","","","11.010834","","","","14.581851","5.172329","","1.913760","","","8.942332","","","","2.847655"
"1984-07-31","1984Jul","","","","","","","6.290487","","","","","11.144547","","","","14.680119","5.089291","","2.024405","","","8.160975","","","","2.999043"
"1984-08-31","1984Aug","","","","","","","6.257284","","","","","11.173028","","","","14.780079","5.060756","","2.178636","","","7.980970","","","","3.040327"
"1984-09-30","1984Sep","","","","","","","6.285509","","","","","11.605644","","","","14.826786","5.140385","","2.163784","","","8.352211","","","","3.051143"
"1984-10-31","1984Oct","","","","","","","6.197821","","","","","11.450354","","","","14.850258","5.318647","","2.212688","","","8.295685","","","","3.075001"
"1984-11-30","1984Nov","","","","","","","6.180976","","","","","11.493126","","","","15.049407","5.421678","","2.269977","","","8.297856","","","","3.056551"
"1984-12-31","1984Dec","","","","","","","6.322741","","","","","11.640268","","","","15.492482","5.572468","","2.288542","","","7.586010","","","","2.760745"
"1985-01-31","1985Jan","","","","","","","7.104018","","","","","11.889861","","","","16.088629","5.756779","","2.427636","","","8.538883","","","","3.621055"
"1985-02-28","1985Feb","","","","","","","7.888475","","","","","11.883338","","","","16.422474","5.770008","","2.543582","","","8.668410","","","","3.388331"
"1985-03-31","1985Mar","","","","","","","7.796466","","","","","11.660238","","","","16.358835","5.629545","","2.389905","","","8.666058","","","","3.303414"
"1985-04-30","1985Apr","","","","","","","7.199774","","","","","11.634503","","","","16.168090","5.446228","","2.214877","","","8.082436","","","","3.252555"
"1985-05-31","1985May","","","","","","","6.221073","","","","","11.510416","","","","15.907498","5.390234","","2.077146","","","7.603622","","","","2.787832"
"1985-06-30","1985Jun","","","","","","","5.225940","","","","","11.288401","","","","15.828950","5.425082","","1.966070","","","7.817749","","","","2.781949"
"1985-07-31","1985Jul","","","","","","","4.679971","","","","","11.373166","","","","15.941221","5.409182","","1.955857","","","7.085965","","","","2.565609"
"1985-08-31","1985Aug","","","","","","","4.558467","","","","","11.362655","","","","16.089346","5.410960","","1.942789","","","6.898378","","","","2.759174"
"1985-09-30","1985Sep","","","","","","","4.437651","","","","","11.590683","","","","16.072728","5.503030","","1.913299","","","7.182729","","","","3.090950"
"1985-10-31","1985Oct","","","","","","","4.207349","","","","","11.408215","","","","15.807779","5.707731","","1.952410","","","7.104799","","","","2.564894"
"1985-11-30","1985Nov","","","","","","","4.062157","","","","","11.409699","","","","15.729822","5.817568","","1.975195","","","7.090664","","","","2.697167"
"1985-12-31","1985Dec","","","","","","","4.068684","","","","","11.614379","","","","16.153850","5.933969","","2.071753","","","6.466665","","","","3.021567"
"1986-01-31","1986Jan","","","","","","","4.525335","","","","","11.884992","","","","16.528250","6.147283","","2.215330","","","7.286865","","","","3.103117"
"1986-02-28","1986Feb","","","","","","","4.929243","","","","","11.817423","","","","16.482604","6.230453","","2.277017","","","7.392745","","","","3.203829"
"1986-03-31","1986Mar","","","","","","","4.881052","","","","","11.791301","","","","16.370523","6.180584","","2.146467","","","7.379679","","","","3.441025"
"1986-04-30","1986Apr","","5.994838","","","","","4.479360","","19.335337","","","11.754445","","","","16.177070","6.045805","","1.921367","","","6.860652","","","","2.620020"
"1986-05-31","1986May","","5.840338","","","","","3.755026","","19.003963","","","11.580147","","","","15.934574","5.965161","","1.747892","","","6.431594","","","","2.372864"
"1986-06-30","1986Jun","","5.726057","","","","","3.207269","","18.610632","","","11.443447","","","","15.785173","5.905057","","1.567917","","","6.599812","","","","2.406953"
"1986-07-31","1986Jul","","5.958816","","","","","3.068757","","18.316541","","","11.530578","","","","15.733936","5.891336","","1.499097","","","5.954759","","","","2.160633"
"1986-08-31","1986Aug","","6.291865","","","","","3.154346","","18.131330","","","11.505597","","","","15.817762","6.003935","","1.506914","","","5.776259","","","","2.611350"
"1986-09-30","1986Sep","","6.367738","","","","","3.241140","","18.043011","","","11.667910","","","","15.750964","6.179041","","1.491516","","","5.999273","","","","3.016893"
"1986-10-31","1986Oct","","6.431848","","","","","3.288885","","17.904590","","","11.434471","","","","15.573653","6.409704","","1.503513","","","5.911249","","","","2.309890"
"1986-11-30","1986Nov","","6.394175","","","","","3.465232","","17.975153","","","11.454166","","","","15.670335","6.451309","","1.614620","","","5.868653","","","","2.608221"
"1986-12-31","1986Dec","","6.396323","","","","","3.794549","","18.127718","","","11.566081","","","","16.098631","6.558749","","1.839014","","","5.312555","","","","2.802803"
"1987-01-31","1987Jan","","6.495892","","","","","4.609195","","18.548384","","","11.815409","","","","16.515784","6.835003","","1.974628","","","5.951590","","","","2.859675"
"1987-02-28","1987Feb","","6.383672","","","","","5.307087","","18.233984","","","11.658892","","","","16.504804","6.899640","","2.032395","","","6.016021","","","","2.599759"
"1987-03-31","1987Mar","","6.193146","","","","","5.379805","","17.593346","","","11.412961","","","","16.267715","6.881908","","2.053376","","","6.005998","","","","2.737258"
"1987-04-30","1987Apr","","6.058235","","","","","5.106832","","16.793806","","","11.293934","","","","16.137189","6.827092","","1.880793","","","5.602264","","","","2.265583"
"1987-05-31","1987May","","5.910192","","","","","4.429528","","16.071474","","","10.931558","","","","15.973918","7.031407","","1.689157","","","5.284667","","","","2.017785"
"1987-06-30","1987Jun","","5.794041","","","","","3.808764","","15.744727","","","10.662482","","","","15.795757","7.046419","","1.588917","","","5.476225","","","","1.812478"
"1987-07-31","1987Jul","","6.063080","","","","","3.567602","","15.692254","","","10.570242","","","","15.745937","6.778467","","1.577452","","","5.000407","","","","1.947635"
"1987-08-31","1987Aug","","6.410274","","","","","3.612815","","15.674261","","","10.360893","","","","15.766635","6.750471","","1.589852","","","4.928336","","","","2.532685"
"1987-09-30","1987Sep","","6.455348","","","","","3.714291","","15.619011","","","10.359041","","","","15.693083","6.721533","","1.550784","","","5.219469","","","","1.895735"
"1987-10-31","1987Oct","","6.456539","","","","","3.792253","","15.442716","","","9.992536","","","","15.479852","6.772224","","1.577545","","","5.255996","","","","1.735500"
"1987-11-30","1987Nov","","6.402977","","","","","3.924693","","15.289363","","","9.785346","","","","15.487150","6.836192","","1.652414","","","5.355303","","","","2.057887"
"1987-12-31","1987Dec","","6.388778","","","","","4.179788","","15.399797","","","9.818278","","","","15.885292","6.929676","","1.750933","","","4.997327","","","","1.983654"
"1988-01-31","1988Jan","","6.430999","","","","","4.872445","","15.622636","6.183560","","9.858001","","","","16.269542","7.101744","","1.831868","","","5.811663","","","","2.474016"
"1988-02-29","1988Feb","","6.347010","","","","","5.478835","","15.402099","4.925843","","9.640638","","","","16.340986","7.163583","","1.822343","","","6.048064","","","","1.929133"
"1988-03-31","1988Mar","","6.151104","","","","","5.628233","","15.214210","6.143345","","9.381779","","","","16.248038","7.036054","","1.724678","","","6.167366","","","","2.091069"
"1988-04-30","1988Apr","","5.931415","","","","","5.518475","","15.112150","6.010723","","9.170793","","","","16.024017","6.746963","","1.561361","","","5.828584","","","","2.079947"
"1988-05-31","1988May","","5.672590","","","","","4.997021","","14.954472","8.413375","","8.819341","","","","15.660817","6.678478","","1.414910","","","5.546848","","","","1.700637"
"1988-06-30","1988Jun","","5.427302","","","","","4.529186","","14.724104","3.507787","","8.564971","","","","15.444653","6.659441","","1.292097","","","5.804781","","","","1.360346"
"1988-07-31","1988Jul","","5.590124","","","","","4.416975","","14.440195","3.275584","","8.504661","","","","15.502999","6.608464","","1.269925","","","5.300536","","","","2.022580"
"1988-08-31","1988Aug","","5.855033","","","","","4.571635","","14.302808","3.051297","","8.397478","","","","15.561223","6.700063","","1.320219","","","5.187378","","","","1.772996"
"1988-09-30","1988Sep","","5.759186","","","","","4.782571","","13.906544","3.254728","","8.502039","","","","15.391492","6.701282","","1.349171","","","5.448771","","","","1.746799"
"1988-10-31","1988Oct","","5.564467","","","","","4.998423","","13.625428","3.732410","","8.004556","","","","15.113682","6.913004","","1.358746","","","5.409065","","","","1.742738"
"1988-11-30","1988Nov","","5.397883","","","","","5.305622","","13.407708","3.248987","","7.892926","","","","14.973461","7.073792","","1.365839","","","5.396124","","","","1.557616"
"1988-12-31","1988Dec","","5.313490","","","","","5.753572","","13.490601","3.596297","","7.912804","","","","15.172095","7.074986","","1.380758","","","4.900334","","","","1.257550"
"1989-01-31","1989Jan","","5.234494","","","","","6.585849","","13.596286","3.641457","","8.075579","","","","15.431968","7.164877","","1.368265","","","5.500236","","","","2.056551"
"1989-02-28","1989Feb","","5.049882","","","","","7.138932","","13.379597","3.401832","","7.920748","","","","15.325164","7.192742","","1.333515","","","5.555780","","","","1.602897"
"1989-03-31","1989Mar","","4.835389","","","","","7.227036","","13.207978","4.313015","","7.755854","","","","15.111667","7.044301","","1.336472","","","5.531712","","","","1.585812"
"1989-04-30","1989Apr","","4.578858","","","","","6.978354","","12.912138","4.695216","","7.485066","","","","14.821085","6.920554","","1.290375","","","5.137637","","","","1.996635"
