"DATE","TIME PERIOD","(LFSI.M.AT.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.BE.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.BG.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.CY.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.CZ.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.DE.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.DK.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.EE.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.ES.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.FI.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.FR.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.GB.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.GR.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.HR.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.HU.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.IE.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.IT.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.LT.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.LU.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.LV.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.MT.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.NL.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.PL.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.PT.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.RO.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.SE.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.SI.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.SK.N.UNEHRT.TOTAL0.15_74.F)","(LFSI.M.U2.N.UNEHRT.TOTAL0.15_74.F)"
"1983-01-31","1983Jan","","","","","","","8.917503","","","","","9.501023","","","","14.682273","11.577104","","5.748821","","","11.010033","","","","3.874142"
"1983-02-28","1983Feb","","","","","","","9.149707","","","","","9.495348","","","","14.861839","11.826487","","5.438098","","","11.168058","","","","3.655994"
"1983-03-31","1983Mar","","","","","","","9.043863","","","","","9.414635","","","","14.883991","12.011331","","5.026820","","","11.274193","","","","3.607824"
"1983-04-30","1983Apr","","","","","","","8.879397","","","","","9.500687","","","","14.836063","11.891006","","4.834905","","","10.450321","","","","3.098347"
"1983-05-31","1983May","","","","","","","8.720460","","","","","9.377892","","","","14.841267","11.900682","","4.917949","","","10.407583","","","","3.208001"
"1983-06-30","1983Jun","","","","","","","8.489120","","","","","9.274928","","","","15.097945","11.908526","","4.923482","","","10.416475","","","","3.695167"
"1983-07-31","1983Jul","","","","","","","8.366592","","","","","9.541527","","","","15.613929","11.645244","","5.009989","","","9.326925","","","","3.409155"
"1983-08-31","1983Aug","","","","","","","8.553164","","","","","9.613664","","","","15.869020","11.565432","","5.131736","","","9.677484","","","","4.097767"
"1983-09-30","1983Sep","","","","","","","8.886986","","","","","10.184334","","","","15.692004","11.747277","","5.061420","","","10.459721","","","","4.582196"
"1983-10-31","1983Oct","","","","","","","9.104392","","","","","9.862090","","","","15.642567","12.177352","","5.302533","","","10.626008","","","","3.834314"
"1983-11-30","1983Nov","","","","","","","9.203805","","","","","9.809059","","","","15.847717","12.590264","","5.620418","","","10.516706","","","","3.938784"
"1983-12-31","1983Dec","","","","","","","9.173933","","","","","9.796703","","","","16.175363","12.811448","","5.490130","","","9.933911","","","","3.526172"
"1984-01-31","1984Jan","","","","","","","9.288343","","","","","9.969647","","","","16.547997","13.356512","","5.169969","","","10.997728","","","","4.211678"
"1984-02-29","1984Feb","","","","","","","9.437345","","","","","9.944408","","","","16.669733","13.316036","","5.091296","","","11.158673","","","","3.244045"
"1984-03-31","1984Mar","","","","","","","9.294709","","","","","9.804614","","","","16.529833","12.960120","","4.895511","","","11.244949","","","","3.268695"
"1984-04-30","1984Apr","","","","","","","8.970237","","","","","9.685388","","","","16.499202","12.696096","","4.312218","","","10.416579","","","","3.391213"
"1984-05-31","1984May","","","","","","","8.640581","","","","","9.648069","","","","16.388649","12.684242","","3.878102","","","10.369219","","","","2.866205"
"1984-06-30","1984Jun","","","","","","","8.394532","","","","","9.568432","","","","16.479377","12.687608","","3.822546","","","10.348018","","","","2.705838"
"1984-07-31","1984Jul","","","","","","","8.211847","","","","","9.933612","","","","16.935164","12.251195","","3.897854","","","9.251547","","","","3.139527"
"1984-08-31","1984Aug","","","","","","","8.283212","","","","","10.127587","","","","17.230937","12.212395","","3.876449","","","9.586792","","","","3.581577"
